!!SBtab TableID='ParamPrep' TableType='Quantity' TableName='Parameters_EqPrep' DocumentName=' Document=' Unit=' SBtabVersion='1.0' Date='2019-5-17'
!QuantityType	!Reaction:SBML:reaction:id	!Enzyme:Identifiers:ec-code	!Compound:SBML:species:id	!Name	!Mean	!Std	!Unit	!Min	!Max	!Organism	!Description
substrate catalytic rate constant	R_PTAr	2.3.1.8			120.0		1/s			Escherichia coli	BRENDA LIT: 720217; Filo Dist: 1.512
substrate catalytic rate constant	R_PTAr	2.3.1.8			1.73		1/s			Salmonella enterica	BRENDA LIT: 674792; Filo Dist: 1.512
substrate catalytic rate constant	R_PTAr	2.3.1.8			83.1		1/s			Salmonella enterica	BRENDA LIT: 674792; Filo Dist: 1.512
product catalytic rate constant	R_PTAr	2.3.1.8			40.6		1/s			Methanosarcina thermophila	BRENDA LIT: 487542; Filo Dist: 4.153
product catalytic rate constant	R_PTAr	2.3.1.8			53.8		1/s			Methanosarcina thermophila	BRENDA LIT: 487542; Filo Dist: 4.153
product catalytic rate constant	R_PTAr	2.3.1.8			68.5		1/s			Methanosarcina thermophila	BRENDA LIT: 487542; Filo Dist: 4.153
product catalytic rate constant	R_PTAr	2.3.1.8			81.3		1/s			Methanosarcina thermophila	BRENDA LIT: 487539; Filo Dist: 4.153
product catalytic rate constant	R_PTAr	2.3.1.8			87.5		1/s			Methanosarcina thermophila	BRENDA LIT: 487542; Filo Dist: 4.153
product catalytic rate constant	R_PTAr	2.3.1.8			1500.0		1/s			Methanosarcina thermophila	BRENDA LIT: 674263; Filo Dist: 4.153
product catalytic rate constant	R_PTAr	2.3.1.8			5190.0		1/s			Methanosarcina thermophila	BRENDA LIT: 674263; Filo Dist: 4.153
product catalytic rate constant	R_PTAr	2.3.1.8			5190.0		1/s			Methanosarcina thermophila	BRENDA LIT: 674262; Filo Dist: 4.153
product catalytic rate constant	R_PTAr	2.3.1.8			5190.0		1/s			Methanosarcina thermophila	BRENDA LIT: 674263; Filo Dist: 4.153
product catalytic rate constant	R_PTAr	2.3.1.8			227.0		1/s			Escherichia coli	BRENDA LIT: 719451; Filo Dist: 1.512
product catalytic rate constant	R_PTAr	2.3.1.8			415.0		1/s			Escherichia coli	BRENDA LIT: 720217; Filo Dist: 1.512
product catalytic rate constant	R_PTAr	2.3.1.8			574.5		1/s			Salmonella enterica	BRENDA LIT: 674792; Filo Dist: 1.512
product catalytic rate constant	R_PTAr	2.3.1.8			574.5		1/s			Salmonella enterica	BRENDA LIT: 674792; Filo Dist: 1.512
product catalytic rate constant	R_PTAr	2.3.1.8			1927.0		1/s			Salmonella enterica	BRENDA LIT: 659038; Filo Dist: 1.512
product catalytic rate constant	R_NCTPPRT	2.4.2.12			0.00137					Homo sapiens	BRENDA LIT: 690900; Filo Dist: 4.097
product catalytic rate constant	R_NCTPPRT	2.4.2.12			0.00142					Homo sapiens	BRENDA LIT: 690900; Filo Dist: 4.097
product catalytic rate constant	R_NCTPPRT	2.4.2.12			0.00767					Homo sapiens	BRENDA LIT: 690900; Filo Dist: 4.097
product catalytic rate constant	R_NCTPPRT	2.4.2.12			0.02					Mus musculus	BRENDA LIT: 662306; Filo Dist: 4.092
substrate catalytic rate constant	R_MAT	2.5.1.6			1.5					Escherichia coli	BRENDA LIT: 657653; Filo Dist: 1.512
substrate catalytic rate constant	R_MAT	2.5.1.6			9e-05					Leishmania infantum	BRENDA LIT: 639075; Filo Dist: 4.102
substrate catalytic rate constant	R_MAT	2.5.1.6			0.0328					Sulfolobus solfataricus	BRENDA LIT: 727487; Filo Dist: 4.298
substrate catalytic rate constant	R_MAT	2.5.1.6			0.0343					Sulfolobus solfataricus	BRENDA LIT: 727487; Filo Dist: 4.298
substrate catalytic rate constant	R_MAT	2.5.1.6			0.041					Sulfolobus solfataricus	BRENDA LIT: 727487; Filo Dist: 4.298
substrate catalytic rate constant	R_MAT	2.5.1.6			0.93					Mycobacterium smegmatis	BRENDA LIT: 658351; Filo Dist: 1.425
substrate catalytic rate constant	R_PFK	2.7.1.11			0.016		1/s			Escherichia coli	BRENDA LIT: 640526; Filo Dist: 1.512
substrate catalytic rate constant	R_PFK	2.7.1.11			0.037		1/s			Escherichia coli	BRENDA LIT: 721420; Filo Dist: 1.512
substrate catalytic rate constant	R_PFK	2.7.1.11			5.0		1/s			Escherichia coli	BRENDA LIT: 640491; Filo Dist: 1.512
substrate catalytic rate constant	R_PFK	2.7.1.11			44.0		1/s			Escherichia coli	BRENDA LIT: 722736; Filo Dist: 1.512
substrate catalytic rate constant	R_PFK	2.7.1.11			49.0		1/s			Escherichia coli	BRENDA LIT: 640526; Filo Dist: 1.512
substrate catalytic rate constant	R_PFK	2.7.1.11			60.0		1/s			Escherichia coli	BRENDA LIT: 722736; Filo Dist: 1.512
substrate catalytic rate constant	R_PFK	2.7.1.11			60.0		1/s			Escherichia coli	BRENDA LIT: 640491; Filo Dist: 1.512
substrate catalytic rate constant	R_PFK	2.7.1.11			61.0		1/s			Escherichia coli	BRENDA LIT: 640517; Filo Dist: 1.512
substrate catalytic rate constant	R_PFK	2.7.1.11			62.0		1/s			Escherichia coli	BRENDA LIT: 721420; Filo Dist: 1.512
substrate catalytic rate constant	R_PFK	2.7.1.11			88.0		1/s			Escherichia coli	BRENDA LIT: 640526; Filo Dist: 1.512
substrate catalytic rate constant	R_PFK	2.7.1.11			110.0		1/s			Escherichia coli	BRENDA LIT: 640491; Filo Dist: 1.512
substrate catalytic rate constant	R_PFK	2.7.1.11			111.0		1/s			Escherichia coli	BRENDA LIT: 640490; Filo Dist: 1.512
substrate catalytic rate constant	R_PFK	2.7.1.11			167.0		1/s			Escherichia coli	BRENDA LIT: 640519; Filo Dist: 1.512
substrate catalytic rate constant	R_PFK	2.7.1.11			185.0		1/s			Escherichia coli	BRENDA LIT: 640491; Filo Dist: 1.512
substrate catalytic rate constant	R_PFK	2.7.1.11			112.0		1/s			Geobacillus stearothermophilus	BRENDA LIT: 640484; Filo Dist: 1.5
substrate catalytic rate constant	R_PFK	2.7.1.11			149.0		1/s			Geobacillus stearothermophilus	BRENDA LIT: 640498; Filo Dist: 1.5
substrate catalytic rate constant	R_PFK	2.7.1.11			236.0		1/s			Dictyostelium discoideum	BRENDA LIT: 721541; Filo Dist: 4.111
substrate catalytic rate constant	R_PFK	2.7.1.11			357.0		1/s			Homo sapiens	BRENDA LIT: 721541; Filo Dist: 4.097
substrate catalytic rate constant	R_NADK	2.7.1.23			3.62					Listeria monocytogenes	BRENDA LIT: 693014; Filo Dist: 0.877
substrate catalytic rate constant	R_NADHK	2.7.1.23			3.62					Listeria monocytogenes	BRENDA LIT: 693014; Filo Dist: 0.877
substrate catalytic rate constant	R_NADK	2.7.1.23			13.12					Listeria monocytogenes	BRENDA LIT: 693014; Filo Dist: 0.877
substrate catalytic rate constant	R_NADHK	2.7.1.23			13.12					Listeria monocytogenes	BRENDA LIT: 693014; Filo Dist: 0.877
substrate catalytic rate constant	R_NADK	2.7.1.23			13.78					Listeria monocytogenes	BRENDA LIT: 693014; Filo Dist: 0.877
substrate catalytic rate constant	R_NADHK	2.7.1.23			13.78					Listeria monocytogenes	BRENDA LIT: 693014; Filo Dist: 0.877
substrate catalytic rate constant	R_NADK	2.7.1.23			2.54					Corynebacterium glutamicum subsp. lactofermentum	BRENDA LIT: 722144; Filo Dist: 1.474
substrate catalytic rate constant	R_NADHK	2.7.1.23			2.54					Corynebacterium glutamicum subsp. lactofermentum	BRENDA LIT: 722144; Filo Dist: 1.474
substrate catalytic rate constant	R_NADK	2.7.1.23			3.8					Corynebacterium glutamicum subsp. lactofermentum	BRENDA LIT: 722144; Filo Dist: 1.474
substrate catalytic rate constant	R_NADHK	2.7.1.23			3.8					Corynebacterium glutamicum subsp. lactofermentum	BRENDA LIT: 722144; Filo Dist: 1.474
substrate catalytic rate constant	R_NADK	2.7.1.23			0.52					Corynebacterium glutamicum	BRENDA LIT: 722144; Filo Dist: 1.474
substrate catalytic rate constant	R_NADHK	2.7.1.23			0.52					Corynebacterium glutamicum	BRENDA LIT: 722144; Filo Dist: 1.474
substrate catalytic rate constant	R_NADK	2.7.1.23			0.54					Corynebacterium glutamicum	BRENDA LIT: 722144; Filo Dist: 1.474
substrate catalytic rate constant	R_NADHK	2.7.1.23			0.54					Corynebacterium glutamicum	BRENDA LIT: 722144; Filo Dist: 1.474
substrate catalytic rate constant	R_NADK	2.7.1.23			7.8					Corynebacterium glutamicum	BRENDA LIT: 721366; Filo Dist: 1.474
substrate catalytic rate constant	R_NADHK	2.7.1.23			7.8					Corynebacterium glutamicum	BRENDA LIT: 721366; Filo Dist: 1.474
substrate catalytic rate constant	R_NADK	2.7.1.23			27.1					Corynebacterium glutamicum	BRENDA LIT: 721366; Filo Dist: 1.474
substrate catalytic rate constant	R_NADHK	2.7.1.23			27.1					Corynebacterium glutamicum	BRENDA LIT: 721366; Filo Dist: 1.474
substrate catalytic rate constant	R_NADK	2.7.1.23			29.2					Corynebacterium glutamicum	BRENDA LIT: 721366; Filo Dist: 1.474
substrate catalytic rate constant	R_NADHK	2.7.1.23			29.2					Corynebacterium glutamicum	BRENDA LIT: 721366; Filo Dist: 1.474
substrate catalytic rate constant	R_NADK	2.7.1.23			1.36					Bacillus subtilis	BRENDA LIT: 641186; Filo Dist: 0.876
substrate catalytic rate constant	R_NADHK	2.7.1.23			1.36					Bacillus subtilis	BRENDA LIT: 641186; Filo Dist: 0.876
substrate catalytic rate constant	R_NADK	2.7.1.23			5.46					Bacillus subtilis	BRENDA LIT: 641186; Filo Dist: 0.876
substrate catalytic rate constant	R_NADHK	2.7.1.23			5.46					Bacillus subtilis	BRENDA LIT: 641186; Filo Dist: 0.876
substrate catalytic rate constant	R_NADK	2.7.1.23			1.9					Entamoeba histolytica	BRENDA LIT: 721766; Filo Dist: 5.0
substrate catalytic rate constant	R_NADHK	2.7.1.23			1.9					Entamoeba histolytica	BRENDA LIT: 721766; Filo Dist: 5.0
substrate catalytic rate constant	R_NADK	2.7.1.23			2.02					Entamoeba histolytica	BRENDA LIT: 721766; Filo Dist: 5.0
substrate catalytic rate constant	R_NADHK	2.7.1.23			2.02					Entamoeba histolytica	BRENDA LIT: 721766; Filo Dist: 5.0
substrate catalytic rate constant	R_NADK	2.7.1.23			2.68					Entamoeba histolytica	BRENDA LIT: 721766; Filo Dist: 5.0
substrate catalytic rate constant	R_NADHK	2.7.1.23			2.68					Entamoeba histolytica	BRENDA LIT: 721766; Filo Dist: 5.0
substrate catalytic rate constant	R_NADK	2.7.1.23			2.95					Sphingomonas sp.	BRENDA LIT: 663300; Filo Dist: 2.5
substrate catalytic rate constant	R_NADHK	2.7.1.23			2.95					Sphingomonas sp.	BRENDA LIT: 663300; Filo Dist: 2.5
substrate catalytic rate constant	R_NADK	2.7.1.23			30.33					Sphingomonas sp.	BRENDA LIT: 663300; Filo Dist: 2.5
substrate catalytic rate constant	R_NADHK	2.7.1.23			30.33					Sphingomonas sp.	BRENDA LIT: 663300; Filo Dist: 2.5
substrate catalytic rate constant	R_NADK	2.7.1.23			55.0					Escherichia coli	BRENDA LIT: 641189; Filo Dist: 1.512
substrate catalytic rate constant	R_NADHK	2.7.1.23			55.0					Escherichia coli	BRENDA LIT: 641189; Filo Dist: 1.512
substrate catalytic rate constant	R_NADK	2.7.1.23			125.0					Escherichia coli	BRENDA LIT: 641189; Filo Dist: 1.512
substrate catalytic rate constant	R_NADHK	2.7.1.23			125.0					Escherichia coli	BRENDA LIT: 641189; Filo Dist: 1.512
product catalytic rate constant	R_NADK	2.7.1.23			2.3					Corynebacterium glutamicum	BRENDA LIT: 721366; Filo Dist: 1.474
product catalytic rate constant	R_NADHK	2.7.1.23			2.3					Corynebacterium glutamicum	BRENDA LIT: 721366; Filo Dist: 1.474
product catalytic rate constant	R_NADK	2.7.1.23			212.0					Methanocaldococcus jannaschii	BRENDA LIT: 691390; Filo Dist: 6.0
product catalytic rate constant	R_NADHK	2.7.1.23			212.0					Methanocaldococcus jannaschii	BRENDA LIT: 691390; Filo Dist: 6.0
substrate catalytic rate constant	R_RBFK	2.7.1.26			1.13					Corynebacterium ammoniagenes	BRENDA LIT: 721983; Filo Dist: 1.474
substrate catalytic rate constant	R_RBFK	2.7.1.26			2.6					Corynebacterium ammoniagenes	BRENDA LIT: 737771; Filo Dist: 1.474
substrate catalytic rate constant	R_RBFK	2.7.1.26			5.0					Corynebacterium ammoniagenes	BRENDA LIT: 721983; Filo Dist: 1.474
substrate catalytic rate constant	R_RBFK	2.7.1.26			5.02					Corynebacterium ammoniagenes	BRENDA LIT: 722414; Filo Dist: 1.474
substrate catalytic rate constant	R_RBFK	2.7.1.26			6.8					Corynebacterium ammoniagenes	BRENDA LIT: 737771; Filo Dist: 1.474
substrate catalytic rate constant	R_RBFK	2.7.1.26			6.8					Corynebacterium ammoniagenes	BRENDA LIT: 737771; Filo Dist: 1.474
substrate catalytic rate constant	R_RBFK	2.7.1.26			0.1					Neurospora crassa	BRENDA LIT: 641249; Filo Dist: 5.0
substrate catalytic rate constant	R_RBFK	2.7.1.26			0.3					Streptomyces davaonensis	BRENDA LIT: 687408; Filo Dist: 1.359
substrate catalytic rate constant	R_RBFK	2.7.1.26			0.7					Bacillus subtilis	BRENDA LIT: 687408; Filo Dist: 0.876
product catalytic rate constant	R_PYK	2.7.1.40			0.16		1/s			Thermofilum pendens	BRENDA LIT: 730677; Filo Dist: 6.0
product catalytic rate constant	R_PYK	2.7.1.40			0.2		1/s			Thermofilum pendens	BRENDA LIT: 730677; Filo Dist: 6.0
product catalytic rate constant	R_PYK	2.7.1.40			0.38		1/s			Thermofilum pendens	BRENDA LIT: 730677; Filo Dist: 6.0
product catalytic rate constant	R_PYK	2.7.1.40			1.0		1/s			Thermofilum pendens	BRENDA LIT: 730677; Filo Dist: 6.0
product catalytic rate constant	R_PYK	2.7.1.40			58.4		1/s			Saccharomyces cerevisiae	BRENDA LIT: 661108; Filo Dist: 4.245
product catalytic rate constant	R_PYK	2.7.1.40			66.0		1/s			Saccharomyces cerevisiae	BRENDA LIT: 661108; Filo Dist: 4.245
product catalytic rate constant	R_PYK	2.7.1.40			226.0		1/s			Saccharomyces cerevisiae	BRENDA LIT: 661108; Filo Dist: 4.245
product catalytic rate constant	R_PYK	2.7.1.40			232.0		1/s			Saccharomyces cerevisiae	BRENDA LIT: 661108; Filo Dist: 4.245
product catalytic rate constant	R_PYK	2.7.1.40			3.2		1/s			Homo sapiens	BRENDA LIT: 674499; Filo Dist: 4.097
product catalytic rate constant	R_PYK	2.7.1.40			1182.0		1/s			Homo sapiens	BRENDA LIT: 674499; Filo Dist: 4.097
product catalytic rate constant	R_PYK	2.7.1.40			47.6		1/s			Toxoplasma gondii	BRENDA LIT: 708992; Filo Dist: 5.0
product catalytic rate constant	R_PYK	2.7.1.40			3204.0		1/s			Geobacillus stearothermophilus	BRENDA LIT: 674350; Filo Dist: 1.5
substrate catalytic rate constant	R_ACKr	2.7.2.1			715.0		1/s			Methanosarcina thermophila	BRENDA LIT: 730304; Filo Dist: 4.153
substrate catalytic rate constant	R_ACKr	2.7.2.1			913.0		1/s			Methanosarcina thermophila	BRENDA LIT: 659446; Filo Dist: 4.153
substrate catalytic rate constant	R_ACKr	2.7.2.1			913.0		1/s			Methanosarcina thermophila	BRENDA LIT: 690888; Filo Dist: 4.153
substrate catalytic rate constant	R_ACKr	2.7.2.1			1042.0		1/s			Methanosarcina thermophila	BRENDA LIT: 659856; Filo Dist: 4.153
substrate catalytic rate constant	R_ACKr	2.7.2.1			1055.0		1/s			Methanosarcina thermophila	BRENDA LIT: 659065; Filo Dist: 4.153
substrate catalytic rate constant	R_ACKr	2.7.2.1			560.0		1/s			Escherichia coli	BRENDA LIT: 739591; Filo Dist: 1.512
substrate catalytic rate constant	R_ACKr	2.7.2.1			565.0		1/s			Escherichia coli	BRENDA LIT: 739591; Filo Dist: 1.512
substrate catalytic rate constant	R_ACKr	2.7.2.1			745.0		1/s			Escherichia coli	BRENDA LIT: 739591; Filo Dist: 1.512
substrate catalytic rate constant	R_ACKr	2.7.2.1			760.0		1/s			Escherichia coli	BRENDA LIT: 739591; Filo Dist: 1.512
substrate catalytic rate constant	R_ACKr	2.7.2.1			908.0		1/s			Escherichia coli	BRENDA LIT: 738717; Filo Dist: 1.512
substrate catalytic rate constant	R_ACKr	2.7.2.1			1130.0		1/s			Escherichia coli	BRENDA LIT: 739591; Filo Dist: 1.512
substrate catalytic rate constant	R_ACKr	2.7.2.1			1165.0		1/s			Escherichia coli	BRENDA LIT: 739591; Filo Dist: 1.512
substrate catalytic rate constant	R_ACKr	2.7.2.1			1420.0		1/s			Escherichia coli	BRENDA LIT: 739591; Filo Dist: 1.512
substrate catalytic rate constant	R_ACKr	2.7.2.1			1500.0		1/s			Escherichia coli	BRENDA LIT: 739591; Filo Dist: 1.512
substrate catalytic rate constant	R_ACKr	2.7.2.1			2.36		1/s			Methylomicrobium alcaliphilum	BRENDA LIT: 737465; Filo Dist: 2.5
substrate catalytic rate constant	R_ACKr	2.7.2.1			233.0		1/s			Methylomicrobium alcaliphilum	BRENDA LIT: 737465; Filo Dist: 2.5
substrate catalytic rate constant	R_ACKr	2.7.2.1			80.0		1/s			Lactococcus lactis	BRENDA LIT: 738528; Filo Dist: 1.013
substrate catalytic rate constant	R_ACKr	2.7.2.1			761.0		1/s			Lactococcus lactis	BRENDA LIT: 738528; Filo Dist: 1.013
substrate catalytic rate constant	R_ACKr	2.7.2.1			268.0		1/s			Acholeplasma laidlawii	BRENDA LIT: 642176; Filo Dist: 2.5
substrate catalytic rate constant	R_ACKr	2.7.2.1			195.0		1/s			Shewanella sp.	BRENDA LIT: 739591; Filo Dist: 1.456
substrate catalytic rate constant	R_ACKr	2.7.2.1			205.0		1/s			Shewanella sp.	BRENDA LIT: 739591; Filo Dist: 1.456
substrate catalytic rate constant	R_ACKr	2.7.2.1			235.0		1/s			Shewanella sp.	BRENDA LIT: 739591; Filo Dist: 1.456
substrate catalytic rate constant	R_ACKr	2.7.2.1			245.0		1/s			Shewanella sp.	BRENDA LIT: 739591; Filo Dist: 1.456
substrate catalytic rate constant	R_ACKr	2.7.2.1			300.0		1/s			Shewanella sp.	BRENDA LIT: 739591; Filo Dist: 1.456
substrate catalytic rate constant	R_ACKr	2.7.2.1			305.0		1/s			Shewanella sp.	BRENDA LIT: 739591; Filo Dist: 1.456
substrate catalytic rate constant	R_ACKr	2.7.2.1			350.0		1/s			Shewanella sp.	BRENDA LIT: 739591; Filo Dist: 1.456
substrate catalytic rate constant	R_ACKr	2.7.2.1			385.0		1/s			Shewanella sp.	BRENDA LIT: 739591; Filo Dist: 1.456
substrate catalytic rate constant	R_ACKr	2.7.2.1			238.0		1/s			Clostridium acetobutylicum	BRENDA LIT: 642187; Filo Dist: 1.071
substrate catalytic rate constant	R_ACKr	2.7.2.1			280.0		1/s			Clostridium acetobutylicum	BRENDA LIT: 642187; Filo Dist: 1.071
substrate catalytic rate constant	R_ACKr	2.7.2.1			870.0		1/s			Salmonella enterica subsp. enterica serovar Typhimurium	BRENDA LIT: 721949; Filo Dist: 1.512
substrate catalytic rate constant	R_ACKr	2.7.2.1			900.0		1/s			Salmonella enterica subsp. enterica serovar Typhimurium	BRENDA LIT: 721949; Filo Dist: 1.512
substrate catalytic rate constant	R_ACKr	2.7.2.1			1170.0		1/s			Salmonella enterica subsp. enterica serovar Typhimurium	BRENDA LIT: 721949; Filo Dist: 1.512
substrate catalytic rate constant	R_ACKr	2.7.2.1			1180.0		1/s			Salmonella enterica subsp. enterica serovar Typhimurium	BRENDA LIT: 721949; Filo Dist: 1.512
product catalytic rate constant	R_ACKr	2.7.2.1			1255.0		1/s			Methanosarcina thermophila	BRENDA LIT: 690888; Filo Dist: 4.153
product catalytic rate constant	R_ACKr	2.7.2.1			1260.0		1/s			Methanosarcina thermophila	BRENDA LIT: 659446; Filo Dist: 4.153
product catalytic rate constant	R_ACKr	2.7.2.1			2680.0		1/s			Methanosarcina thermophila	BRENDA LIT: 659065; Filo Dist: 4.153
product catalytic rate constant	R_ACKr	2.7.2.1			890.0		1/s			Escherichia coli	BRENDA LIT: 739591; Filo Dist: 1.512
product catalytic rate constant	R_ACKr	2.7.2.1			892.0		1/s			Escherichia coli	BRENDA LIT: 739591; Filo Dist: 1.512
product catalytic rate constant	R_ACKr	2.7.2.1			1550.0		1/s			Escherichia coli	BRENDA LIT: 739591; Filo Dist: 1.512
product catalytic rate constant	R_ACKr	2.7.2.1			1565.0		1/s			Escherichia coli	BRENDA LIT: 739591; Filo Dist: 1.512
product catalytic rate constant	R_ACKr	2.7.2.1			2150.0		1/s			Escherichia coli	BRENDA LIT: 739591; Filo Dist: 1.512
product catalytic rate constant	R_ACKr	2.7.2.1			2178.0		1/s			Escherichia coli	BRENDA LIT: 739591; Filo Dist: 1.512
product catalytic rate constant	R_ACKr	2.7.2.1			3515.0		1/s			Escherichia coli	BRENDA LIT: 739591; Filo Dist: 1.512
product catalytic rate constant	R_ACKr	2.7.2.1			3600.0		1/s			Escherichia coli	BRENDA LIT: 739591; Filo Dist: 1.512
product catalytic rate constant	R_ACKr	2.7.2.1			1.28		1/s			Methylomicrobium alcaliphilum	BRENDA LIT: 737465; Filo Dist: 2.5
product catalytic rate constant	R_ACKr	2.7.2.1			3167.0		1/s			Methylomicrobium alcaliphilum	BRENDA LIT: 737465; Filo Dist: 2.5
product catalytic rate constant	R_ACKr	2.7.2.1			93.0		1/s			Lactococcus lactis	BRENDA LIT: 738528; Filo Dist: 1.013
product catalytic rate constant	R_ACKr	2.7.2.1			1105.0		1/s			Lactococcus lactis	BRENDA LIT: 738528; Filo Dist: 1.013
product catalytic rate constant	R_ACKr	2.7.2.1			177.0		1/s			Acholeplasma laidlawii	BRENDA LIT: 642176; Filo Dist: 2.5
product catalytic rate constant	R_ACKr	2.7.2.1			318.0		1/s			Acholeplasma laidlawii	BRENDA LIT: 642176; Filo Dist: 2.5
product catalytic rate constant	R_ACKr	2.7.2.1			875.0		1/s			Acholeplasma laidlawii	BRENDA LIT: 642176; Filo Dist: 2.5
product catalytic rate constant	R_ACKr	2.7.2.1			1000.0		1/s			Acholeplasma laidlawii	BRENDA LIT: 642176; Filo Dist: 2.5
product catalytic rate constant	R_ACKr	2.7.2.1			875.0		1/s			Shewanella sp.	BRENDA LIT: 739591; Filo Dist: 1.456
product catalytic rate constant	R_ACKr	2.7.2.1			884.0		1/s			Shewanella sp.	BRENDA LIT: 739591; Filo Dist: 1.456
product catalytic rate constant	R_ACKr	2.7.2.1			1340.0		1/s			Shewanella sp.	BRENDA LIT: 739591; Filo Dist: 1.456
product catalytic rate constant	R_ACKr	2.7.2.1			1350.0		1/s			Shewanella sp.	BRENDA LIT: 739591; Filo Dist: 1.456
product catalytic rate constant	R_ACKr	2.7.2.1			1700.0		1/s			Shewanella sp.	BRENDA LIT: 739591; Filo Dist: 1.456
product catalytic rate constant	R_ACKr	2.7.2.1			1700.0		1/s			Shewanella sp.	BRENDA LIT: 739591; Filo Dist: 1.456
product catalytic rate constant	R_ACKr	2.7.2.1			2100.0		1/s			Shewanella sp.	BRENDA LIT: 739591; Filo Dist: 1.456
product catalytic rate constant	R_ACKr	2.7.2.1			2135.0		1/s			Shewanella sp.	BRENDA LIT: 739591; Filo Dist: 1.456
product catalytic rate constant	R_ACKr	2.7.2.1			532.0		1/s			Clostridium acetobutylicum	BRENDA LIT: 642187; Filo Dist: 1.071
product catalytic rate constant	R_ACKr	2.7.2.1			700.0		1/s			Clostridium acetobutylicum	BRENDA LIT: 642187; Filo Dist: 1.071
product catalytic rate constant	R_ACKr	2.7.2.1			1750.0		1/s			Salmonella enterica subsp. enterica serovar Typhimurium	BRENDA LIT: 721949; Filo Dist: 1.512
product catalytic rate constant	R_ACKr	2.7.2.1			1764.0		1/s			Salmonella enterica subsp. enterica serovar Typhimurium	BRENDA LIT: 721949; Filo Dist: 1.512
substrate catalytic rate constant	R_PGK	2.7.2.3			362.0		1/s			Pseudomonas sp.	BRENDA LIT: 642296; Filo Dist: 1.429
substrate catalytic rate constant	R_PGK	2.7.2.3			411.0		1/s			Pseudomonas sp.	BRENDA LIT: 642296; Filo Dist: 1.429
substrate catalytic rate constant	R_PGK	2.7.2.3			500.0		1/s			Pseudomonas sp.	BRENDA LIT: 642296; Filo Dist: 1.429
substrate catalytic rate constant	R_PGK	2.7.2.3			519.0		1/s			Pseudomonas sp.	BRENDA LIT: 642296; Filo Dist: 1.429
